,title,date,content,link
60,"GM, Stellantis dealers and customers face dwindling parts as UAW strike expands By Reuters","Published Sep 23, 2023 06:02AM ETUpdated Sep 23, 2023 05:46PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Doyinsola Oladipo and Abhirup Roy(Reuters) - U.S. auto workers expanded their strike on Friday with a clear target for distress: dealers who sell and service GM and Stellantis (NYSE:STLA) vehicles. Selling and installing parts is one of the most profitable parts of the auto business, but it is also one of the most vulnerable, because the industry relies on just-in-time shipments. The strategy of choking parts delivery increases problems for some dealers who say it already had been difficult to source some components.""It's going to become near impossible to get a lot of these parts,"" said Richard Fasulo, a diagnostic technician from Wappinger, New York, who works for a Cadillac franchise dealer and used car dealers. The broader strike, which targets 38 parts distribution centers owned by GM and Stellantis, ""is going to have these shops telling their customers 'We don't know when we can fix your vehicle. It might be indefinitely.'""Selling repair parts and service returns is the key to many dealers' profits, and returns 40% or better gross profit margins for big auto retail chains such as AutoNation (NYSE:AN) and Lithia.""If your car doesn't work, you're just stuck. It's just mean, don't you think?"" said Howard Drake, a GM dealership owner based in California, describing the difficult situation for customers needing repairs. ""I thought the punishment would be in the form of adverse selection for customers with limited choice. I didn't think it would be my lot stacked up with cars that I can't fix because they won't man a parts distribution center,"" he said. National Association of Auto Dealers President and CEO Mike Stanton said: ""Dealers don't want to see anything to limit our potential to serve customers, so we certainly hope automakers and the UAW can reach an agreement quickly and amicably.""The UAW had been expected to expand their strike by shutting down plants that made the highest-profit vehicles, such as pickup trucks. But automakers have built up vehicle inventory and for many dealers problems with repairs will start soon.""It's definitely going to impact customers,"" said Thomas Morris, 60, who went on strike on Friday at a General Motors (NYSE:GM) parts distribution center in the suburbs of Philadelphia.The center serves GM dealerships from Pennsylvania to Maine, moving some 30,000 parts for auto repairs each day, workers said.GM said in a statement the company has ""contingency plans for various scenarios"" while Stellantis said it was awaiting a response from UAW to their ""competitive offer"" on Thursday and looking forward to a ""productive engagement"".Arthur Wheaton, director of labor studies at Cornell's School of Industrial and Labor Relations, said the UAW had made a smart move.""I think it is a great strategy going after the distribution centers,"" he added. Services are big business, he said. ""That's how they make a lot of their money.""Brad Sowers, the CEO of Jim Butler Auto Group which owns the largest Chevrolet dealership in St.Louis, Missouri, said if a deal is not inked in 60 days he'll be upset, even though he had the foresight to load up on parts in anticipation of the strike.""I just want them to get together and get it done,"" he said.  
",https://www.investing.com/news/stock-market-news/gm-stellantis-dealers-and-customers-face-dwindling-parts-as-uaw-strike-expands-3180987#comments
61,"US employment commission sues UPS, alleging discrimination against deaf driver candidates By Reuters","Published Sep 22, 2023 05:52PM ETUpdated Sep 22, 2023 07:50PM ET","Position added successfully to: 
(Reuters) -The U.S. Equal Employment Opportunity Commission (EEOC) on Friday said it sued  United Parcel  Service (NYSE:UPS) for disability discrimination, alleging the delivery firm refused to hire deaf or hearing-impaired individuals as drivers.The agency said the Department of Transportation (DOT) has authorized the practice of employing those individuals to drive vehicles weighing more than 10,000 pounds through a program that exempts them from a hearing test and instead uses alternative criteria to ensure an equivalent level of driver safety. Atlanta-based UPS said it is modifying driver training for those who are deaf and hard of hearing and would start accepting exemptions to the DOT commercial driver hearing standard for operators of its ubiquitous brown delivery trucks in January 2024. UPS said training is necessary because ""current regulations do not consider best practices for driving larger commercial vehicles that make frequent stops in residential neighborhoods, or other significant factors UPS considers as it works to help keep its drivers and communities safe."" EEOC said it sued the world's largest parcel delivery firm under the Americans with Disabilities Act (ADA) after failing to reach a pre-litigation settlement.""Just because someone is deaf does not mean they cannot drive safely,"" said Gregory Gochanour, EEOC's regional attorney in Chicago. The case, EEOC v. UPS, Civil Action No. 1:23-cv-14021, was filed in U.S. District Court for the Northern District of Illinois. 
",https://www.investing.com/news/stock-market-news/eeoc-sues-ups-for-disability-discrimination-in-hiring-3180933
62,"No deal yet as Hollywood writers, studios talk for third straight day By Reuters","Published Sep 22, 2023 11:57PM ETUpdated Sep 23, 2023 09:30AM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Lisa Richwine and Dawn ChmielewskiLOS ANGELES (Reuters) -Striking Hollywood writers and top studio executives met for a third straight day on Friday, ending with a decision to continue talks on Saturday as they try to end a work stoppage that has shut down film and TV production for months. While workers across the entertainment industry waited for word of the outcome, no agreement was announced as the strike reached its 144th day.The WGA said in a statement early on Saturday that the two sides would meet again on Saturday.Walt  Disney  (NYSE:DIS) CEO Bob Iger, Netflix (NASDAQ:NFLX) Co-CEO Ted Sarandos, Warner Bros Discovery (NASDAQ:WBD) CEO David Zaslav and Donna Langley, chairman of Comcast (NASDAQ:CMCSA)'s NBCUniversal Studio Group, took part in the talks with the Writers Guild of America (WGA) for a third day. Representatives for the Alliance of Motion Picture and Television Producers, which represents the studios, had no comment.While the two sides met, union members turned out in large numbers in response to an appeal from WGA negotiators on Thursday to flood picket lines outside the studios. In the crowd outside Netflix on Friday was ""Mad Men"" creator and writer Matthew Weiner, who like others voiced optimism that the recent talks signaled progress was being made.""I'm hopeful,"" Weiner said of the possibility that the strike could be coming to an end. ""I would like to go back to work and I would like to start mending these relationships."" Roughly 11,500 WGA members walked off the job in May, demanding higher pay and residuals in the streaming TV era plus limits around the use of artificial intelligence.Producer and WGA member Al Septien, also picketing outside Netflix on Friday, said he wanted to get back to work, but only under the right terms.""We've been out here a long time. We don't want to fold for a less-than-fair and good contract for the writers,” he said.The SAG-AFTRA actors union also is on strike after walking off the job in July.  
",https://www.investing.com/news/stock-market-news/no-deal-yet-as-hollywood-writers-studios-talk-for-third-straight-day-3180951
63,"Asian stocks dip, China slides on property market jitters By Investing.com","Published Sep 24, 2023 10:15PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Investing.com-- Most Asian stocks retreated on Monday as markets digested the outlook for higher interest rates in developed markets, while Chinese shares led losses amid persistent concerns over a property market crisis.Most regional stocks were nursing steep losses from the prior week after the Federal Reserve warned U.S. could rise further, and are likely to remain higher for longer. The outlook dented most risk-driven assets, and is set to dampen regional markets in the coming months. Sentiment was also on edge before a string of key regional economic readings this week.Renewed concerns over China also weighed, especially after embattled real estate developer China  Evergrande  Group (HK:3333) said it will be unable to issue new debt due to an ongoing government investigation into its unit Hengda Real Estate Group. News of the investigation had fueled fears of a broader government crackdown on the property sector, which is grappling with a brewing debt crisis.The property developer’s shares tumbled nearly 25% in Hong Kong trade, also sparking losses in other real estate stocks. Country Garden Services  (HK:6098) and Longfor Properties Co Ltd (HK:0960) slid about 3% each, dragging Hong Kong’s Hang Seng index down more than 1%. China’s Shanghai Shenzhen CSI 300 and Shanghai Composite indexes lost  between 0.3% and 0.5%. Chinese stocks have seen increased volatility this year, as markets weighed worsening economic conditions against bets that the government will roll out more stimulus measures to support growth.But sentiment has worsened in recent months, especially given Beijing’s conservative approach to more stimulus. Concerns over a meltdown in the property sector have also kept sentiment towards the country on edge.Focus this week is now on purchasing managers’ index data for September, which is expected to shed more light on business activity. While the manufacturing sector saw some improvement in August, service sector activity appeared to be deteriorating.Concerns over China spilled over into broader Asian markets. Australia’s ASX 200 fell 0.4%, with a reading on Australian consumer price index (CPI) inflation due this week.South Korea’s KOSPI sank 0.6%, while futures for India’s Nifty 50 index pointed to a positive open after the index plummeted from record highs last week.Japan’s Nikkei 225 and TOPIX were the key outliers for the day, rising 0.4% and 0.7%, respectively.Local stocks reversed most losses from Friday after the Bank of Japan said it had no plans to scale back its monetary stimulus policies in the near-term, heralding continued support for the Japanese economy and stocks.A dovish BOJ has been one of the key drivers of a Japanese stock rally this year, with the Nikkei and the TOPIX trading just shy of a 33-year peak.Focus this week is on Tokyo inflation data for September, due on Friday. The reading acts as a precursor for countrywide inflation.",https://www.investing.com/news/stock-market-news/asian-stocks-dip-china-slides-on-property-market-jitters-3181294
64,"S&P 500, Nasdaq notch biggest weekly losses since March By Reuters","Published Sep 22, 2023 06:26AM ETUpdated Sep 22, 2023 07:26PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Stephen CulpNEW YORK (Reuters) - Wall Street see-sawed to a lower close on Friday, capping a tumultuous week during which benchmark Treasury yields hit 16-year highs and investors digested the Federal Reserve's hawkish outlook revisions.All three major U.S. stock indexes oscillated for much of the session but ended red.All three posted weekly losses, with the S&P 500 and the Nasdaq registering their largest Friday-to-Friday percentage drops since March. On Thursday, the S&P 500 dipped below its 100-day moving average - a key support level - for the first time since March, Its failure to break above that level suggests the index is still under downward pressure.""This week is about some Fed messaging colliding with overly optimistic equity investors,"" said Zachary Hill, head of portfolio management at Horizon Investments in Charlotte, North Carolina. Hill added that investors have ""wanted to trade peak interest rates for almost a year now."" But he said it was clear in remarks this week by Fed Chair Jerome Powell ""and in the dot plot that the Fed doesn't think we’re there yet.""""This week’s stock action has been about digesting that reality.""Benchmark U.S. Treasury yields retreated from 16-year highs as investors turned their focus from hawkish Fed guidance to key economic data waiting in the wings.Investors were still digesting the Fed's decision to let its key interest rate stand, but update its quarterly Summary Economic Projections to suggest restrictive monetary policy will remain in place longer than previously anticipated.On Friday, remarks from Fed Governor Michelle Bowman supported the FOMC hawks, suggesting the Fed funds target rate should be raised further and held ""at a restrictive level for some time"" to bring inflation down to the central bank's 2% target. ""There are a lot of factors working against a soft landing and that’s something the Fed needs to be reminded of, because pushing rates higher could push us into recession,"" said Robert Pavlik, senior portfolio manager at Dakota Wealth in Fairfield, Connecticut.The Dow Jones Industrial Average fell 106.58 points, or 0.31%, to 33,963.84, the S&P 500 lost 9.94 points, or 0.23%, to 4,320.06 and the Nasdaq Composite dropped 12.18 points, or 0.09%, to 13,211.81.Among the 11 major sectors of the S&P 500, consumer discretionary suffered the steepest percentage loss, while tech and energy were the only gainers. Ford Motor (NYSE:F) Co gained 1.9% after the striking United Auto Workers union reported progress in talks with the automaker.Activision Blizzard (NASDAQ:ATVI) added 1.7% in the wake Britain's antitrust regulator's statement that  Microsoft Corp  (NASDAQ:MSFT)'s restructured $69 billion acquisition of the company by ""opens the door"" to the biggest-ever gaming deal being cleared.U.S.-listed shares of Chinese firms including PDD Holdings, JD (NASDAQ:JD).com, Li Auto and Baidu (NASDAQ:BIDU) rose between 2% and 4% on signs of an economic a rebound, while  Alibaba  (NYSE:BABA) jumped 5.0% after Bloomberg reported that report the company's logistics arm Cainiao was planning to file for a Hong Kong IPO as soon as next week.Declining issues outnumbered advancing ones on the NYSE by a 1.12-to-1 ratio; on Nasdaq, a 1.29-to-1 ratio favored decliners.The S&P 500 posted one new 52-week high and 35 new lows; the Nasdaq Composite recorded 33 new highs and 321 new lows. Volume on U.S. exchanges was 9.47 billion shares, compared with the 10.09 billion average for the full session over the last 20 trading days.  
",https://www.investing.com/news/economy/futures-inch-up-after-wall-st-rout-fed-speakers-data-in-focus-3180487#comments
65,Tyson and Perdue face child labor investigations - New York Times By Reuters,"Published Sep 23, 2023 12:29PM ET","(Reuters) - The U.S. Department of Labor has opened investigations into meat companies  Tyson Foods  (NYSE:TSN) and Perdue Farms to determine whether migrant children were used to clean slaughterhouses, the New York Times reported on Saturday. The Labor Department opened the investigations after a New York Times Magazine article this week showed migrant children working overnight shifts for contractors in the companies' plants on the Eastern Shore of Virginia, the report said.Reuters was not able to independently verify the details of the Times report. The Labor Department and Tyson Foods did not immediately respond to a request for comment from Reuters.A Perdue spokesperson said the company had not been notified of the investigation but planned to cooperate fully with any government inquiry on the matter. ""We are conducting a comprehensive third-party audit of child labor prevention and protection procedures including a compliance audit of contractors,"" Purdue's spokesperson said.The Labor Department has also opened investigations into Fayette Industrial and QSI that run cleaning shifts for Perdue and Tyson respectively, the newspaper said. QSI did not immediately respond to a request for comment. Fayette Industrial could not immediately be reached for comment. In April the Biden administration sent a letter to meat companies including Tyson and Perdue asking the companies to examine their supply chains for evidence of child labor.The letter was part of an effort by several agencies, led by the Labor Department, to curb the use of illegal child labor across sectors.  
",https://www.investing.com/news/stock-market-news/tyson-and-perdue-face-child-labor-investigations--new-york-times-3181064#comments
66,UAW union files labor complaint against US Senator Tim Scott By Reuters,"Published Sep 22, 2023 08:02PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Kanishka SinghWASHINGTON (Reuters) - The United Auto Workers (UAW) union has filed a labor complaint against Republican presidential candidate and U.S. Senator Tim Scott after his suggestion that auto workers on strike should be terminated.THE TAKEShawn Fain, the president of UAW, filed a complaint with the National Labor Relations Board, claiming Scott's remarks earlier this week violated federal labor law and in making those remarks he was in violation of the right to strike.KEY QUOTESAt a campaign event on Monday, Scott said: ""I think (former U.S. President) Ronald Reagan gave us a great example when federal employees decided they were going to strike. He said, you strike, you're fired. Simple concept to me. ... To the extent that we can use that once again, absolutely.""Scott doubled down on Friday after the complaint against him and said UAW ""is one of the most corrupt and scandal-plagued unions"" in the United States. ""They want to threaten me & shut me up. They don't scare me,"" he said on messaging platform X.CONTEXT* The United Auto Workers expanded its strikes against Detroit automakers General Motors (NYSE:GM) and Chrysler parent Stellantis (NYSE:STLA), but kept its Ford (NYSE:F) walkout limited to a single plant due to progress made in talks, the union said on Friday.* The auto workers' union began strikes at noon ET (1600 GMT) on Friday against 38 parts distribution centers across the United States at GM and Stellantis, extending its unprecedented, simultaneous strikes that began with one assembly plant at each of the Detroit Three. The additional facilities added about 5,600 workers to the 12,700 already on strike.* The automakers have proposed 20% raises over 4-1/2 years, while the UAW is seeking 40%.  
",https://www.investing.com/news/stock-market-news/uaw-union-files-labor-complaint-against-us-senator-tim-scott-3180944
67,Ford offers Unifor wage increases up to 25% By Reuters,"Published Sep 23, 2023 09:26AM ETUpdated Sep 23, 2023 11:25AM ET","Position added successfully to: 
(Reuters) -Ford Motor has offered Canadian union Unifor wage increases of up to 25% in its tentative agreement, the union said on Saturday.The agreement provides a 10% wage increase for the first year followed by increases of 2% and 3% through the second and third year and a $10,000 productivity and quality bonus to all employees on the active roll of the company, Unifor said. The proposals also include an increase in the monthly basic benefit and special allowance in all class codes across defined benefit and hybrid pension plans and investments to help transition from traditional internal combustion engine (ICE) vehicle production to electric vehicle (EV) assembly facilities. Unifor, which represents about 5,600 Canadian auto workers, on Friday said that its Ford (NYSE:F) leadership group has voted unanimously to support the tentative agreement.Ford is also in the midst of contract negotiations in the U.S. with a strike by the United Auto Workers (UAW) union at its at the automaker's Wayne, Michigan assembly plant.The UAW began strikes on Friday against 38 parts distribution centers across the United States at GM and Stellantis (NYSE:STLA), extending its unprecedented, simultaneous strikes that began with one assembly plant each of the Detroit Three. The additional facilities added about 5,600 workers to the 12,700 already on strike.The UAW said on Friday that Ford had improved its contract offer, including boosting profit sharing and agreeing to let workers strike over plant closures but said the union still has ""serious issues"" with Ford and its workers would remain on strike at the automaker's Wayne, Michigan assembly plant. Unlike UAW, Unifor chose one of the Detroit Three as a ""target"" to negotiate with first - in this case, Ford - in a pattern bargaining tactic used to set the tone for subsequent deals with other companies.UAW President Shawn Fain said in a Facebook (NASDAQ:META) live event that by targeting distribution centers the strike becomes a nationwide event. He said he expected talks to continue through the weekend.The standoff is fueling worries about prolonged industrial action that could disrupt production and dent U.S. economic growth. A Reuters/Ipsos poll released on Thursday showed significant support by Americans for the striking auto workers. U.S. President Joe Biden said in a social media post on X, formerly known as Twitter, that he would come to Michigan on Tuesday ""to join the picket line and stand in solidarity with the men and women of UAW,"" while former President Donald Trump, who is seeking a new term, will be in Michigan on Wednesday to address auto workers, his campaign said.  
",https://www.investing.com/news/stock-market-news/canadian-union-unifor-says-ford-offers-wage-increases-of-10-for-first-year-3181052
68,"Bird set to appeal NYSE delisting notice, continues operations amid market cap concerns By Investing.com","Published Sep 22, 2023 05:49PM ET","Bird Global Inc. (NYSE:BRDS), a leading provider of environmentally friendly electric transportation, has been served with a notice from the New York Stock Exchange (NYSE) regarding the suspension of trading and commencement of delisting proceedings for the company's Class A common stock. The action, set to take effect at the start of business on September 25, 2023, comes in response to Bird's failure to meet an NYSE listing requirement for a market cap exceeding $15 million over a consecutive 30-day period.Despite the impending suspension, Bird maintains that its current market cap does not accurately represent the intrinsic value of the business and has announced plans to appeal the NYSE's determination. If successful, trading of Bird's Class A common stock on the NYSE will resume. In the meantime, Bird's Class A common stock intends to trade on the OTC exchange operated by OTC Markets Group Inc., starting next week.Bird's interim CEO, Michael Washinushi, expressed disappointment at the change in NYSE listing status but reaffirmed the company's commitment to shareholders, employees, partners, and associated cities and institutions. He emphasized that Bird's fundamentals remain strong and that the recent acquisition of Spin has bolstered its prospects.Earlier this year, Bird initiated a multi-step plan aimed at enhancing financial and operational performance. The plan involved leadership and operational restructuring as well as various cost-saving initiatives. John Bitove, Chair of Bird's Board of Directors, stated these steps were crucial in facilitating Bird's strategic acquisition of Spin. He believes this move is pivotal in making the company cash flow positive and generating more value for its stockholders in the long term. Bitove added that they expect their strategic plan to increase stockholder value will enable them to meet NYSE listing standards in the future.Bird, the largest micromobility operator in North America, is dedicated to providing affordable, eco-friendly transportation solutions like e-scooters and e-bikes to communities globally. The company's services, including Bird and Spin, are available in 350 cities across Canada, the United States, Europe, the Middle East, and Australia.This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/bird-set-to-appeal-nyse-delisting-notice-continues-operations-amid-market-cap-concerns-93CH-3180931
69,Apple: A potential Autumn windfall By Investing.com,"Published Sep 24, 2023 08:46PM ET","Investing.com - The stock market's September turbulence appears to be unfolding as expected. Historical patterns, including election year cycles and ten-year cycles, suggest that the final quarter of the year could see a robust performance.Notably, Apple Inc (NASDAQ:AAPL) has demonstrated a highly seasonal pattern during the fall season. A monthly expected return histogram reveals that September tends to be the weakest month for Apple's stock, typically followed by a strong performance in October. Historical data shows that Apple's stock price ended September lower 67% of the time. However, the stock experienced a rise of over 70% of the time in October. If the stock price has dipped in September, the odds of a robust October performance increase to 75%.A more detailed analysis reveals that from October 3rd through December 7th, Apple's share price has seen an increase nearly 70% of the time, with an average gain exceeding 13%.The monthly dynamic cycle for Apple's shares tends to bottom out in October. In the past year, two buy signals have been generated, both of which have resulted in successful investments.However, it's worth noting that the current market turbulence may not have fully played out. Therefore, it might be prudent to postpone any potential investments until the first week of October.",https://www.investing.com/news/stock-market-news/apple-a-potential-autumn-windfall-3181277
70,"Goodyear Tire to cut 700 jobs, sell retail stores in Asia Pacific By Reuters","Published Sep 22, 2023 05:29PM ET","Position added successfully to: 
(Reuters) - Goodyear Tire & Rubber said on Friday it plans to cut 700 jobs and sell about 100 retail stores and fleet locations, under a rationalization plan for its Asia Pacific segment.The move is expected to improve the segment's operating income by approximately $50 million to $55 million in 2025, the tire manufacturer said, adding that the plan would also improve profitability in its Australia and New Zealand operations. Goodyear would also exit nine warehouse locations, a regulatory filing showed. It follows the company's similar decision announced earlier in the month for Europe, the Middle East and Africa that would lead to 1,200 job cuts. The Ohio-based company said the approved plan that is part of its broader restructuring effort would be completed by the end of 2024. The pre-tax charges are estimated between $55 million and $65 million. Goodyear, in August, swung to a loss of 73 cents per share for the second quarter, from a profit of 58 cents per share a year earlier.  
",https://www.investing.com/news/stock-market-news/goodyear-tire-to-cut-700-jobs-sell-retail-stores-in-asia-pacific-3180926#comments
71,"S&P 500, Nasdaq notch biggest weekly losses since March By Reuters","Published Sep 22, 2023 06:26AM ETUpdated Sep 22, 2023 07:26PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Stephen CulpNEW YORK (Reuters) - Wall Street see-sawed to a lower close on Friday, capping a tumultuous week during which benchmark Treasury yields hit 16-year highs and investors digested the Federal Reserve's hawkish outlook revisions.All three major U.S. stock indexes oscillated for much of the session but ended red.All three posted weekly losses, with the S&P 500 and the Nasdaq registering their largest Friday-to-Friday percentage drops since March. On Thursday, the S&P 500 dipped below its 100-day moving average - a key support level - for the first time since March, Its failure to break above that level suggests the index is still under downward pressure.""This week is about some Fed messaging colliding with overly optimistic equity investors,"" said Zachary Hill, head of portfolio management at Horizon Investments in Charlotte, North Carolina. Hill added that investors have ""wanted to trade peak interest rates for almost a year now."" But he said it was clear in remarks this week by Fed Chair Jerome Powell ""and in the dot plot that the Fed doesn't think we’re there yet.""""This week’s stock action has been about digesting that reality.""Benchmark U.S. Treasury yields retreated from 16-year highs as investors turned their focus from hawkish Fed guidance to key economic data waiting in the wings.Investors were still digesting the Fed's decision to let its key interest rate stand, but update its quarterly Summary Economic Projections to suggest restrictive monetary policy will remain in place longer than previously anticipated.On Friday, remarks from Fed Governor Michelle Bowman supported the FOMC hawks, suggesting the Fed funds target rate should be raised further and held ""at a restrictive level for some time"" to bring inflation down to the central bank's 2% target. ""There are a lot of factors working against a soft landing and that’s something the Fed needs to be reminded of, because pushing rates higher could push us into recession,"" said Robert Pavlik, senior portfolio manager at Dakota Wealth in Fairfield, Connecticut.The Dow Jones Industrial Average fell 106.58 points, or 0.31%, to 33,963.84, the S&P 500 lost 9.94 points, or 0.23%, to 4,320.06 and the Nasdaq Composite dropped 12.18 points, or 0.09%, to 13,211.81.Among the 11 major sectors of the S&P 500, consumer discretionary suffered the steepest percentage loss, while tech and energy were the only gainers. Ford Motor (NYSE:F) Co gained 1.9% after the striking United Auto Workers union reported progress in talks with the automaker.Activision Blizzard (NASDAQ:ATVI) added 1.7% in the wake Britain's antitrust regulator's statement that  Microsoft Corp  (NASDAQ:MSFT)'s restructured $69 billion acquisition of the company by ""opens the door"" to the biggest-ever gaming deal being cleared.U.S.-listed shares of Chinese firms including PDD Holdings, JD (NASDAQ:JD).com, Li Auto and Baidu (NASDAQ:BIDU) rose between 2% and 4% on signs of an economic a rebound, while  Alibaba  (NYSE:BABA) jumped 5.0% after Bloomberg reported that report the company's logistics arm Cainiao was planning to file for a Hong Kong IPO as soon as next week.Declining issues outnumbered advancing ones on the NYSE by a 1.12-to-1 ratio; on Nasdaq, a 1.29-to-1 ratio favored decliners.The S&P 500 posted one new 52-week high and 35 new lows; the Nasdaq Composite recorded 33 new highs and 321 new lows. Volume on U.S. exchanges was 9.47 billion shares, compared with the 10.09 billion average for the full session over the last 20 trading days.  
",https://www.investing.com/news/economy/futures-inch-up-after-wall-st-rout-fed-speakers-data-in-focus-3180487
72,UK competition authority provisionally approves Microsoft's acquisition of Activision Blizzard By Investing.com,"Published Sep 24, 2023 09:39PM ET","The United Kingdom's Competition and Markets Authority (CMA) provided provisional approval on Monday for Microsoft (NASDAQ:MSFT)'s restructured acquisition of game developer Activision Blizzard (NASDAQ:ATVI). The announcement was well-received by the UK's merger and acquisition sector, following previous approvals from the U.S. and E.U. The $68.7 billion deal, with Microsoft's offer standing at $95 per share, led to a roughly 2% increase in Activision Blizzard's stock, bringing it closer to the acquisition offer.The approval by the CMA is contingent on the transfer of cloud gaming rights to French video game publisher UbiSoft Entertainment. Over the next 15 years, Ubisoft will hold all of Activision Blizzard's cloud gaming rights, preventing Microsoft from exclusively releasing games on its Xbox Cloud. Notably, these rights include the Call of Duty brand, for which Ubisoft will compensate Microsoft with a one-time payment based on usage.Microsoft's shares remained virtually unchanged after the announcement. However, the tech giant has seen a year-to-date performance increase of 33%, surpassing both Activision Blizzard's 23% increase and broader indices.The proposed takeover could significantly boost Microsoft's growth prospects. Sales forecasts indicate a rise of 10% in fiscal 2024 to $233.80 billion for Microsoft, while Activision Blizzard sales are expected to jump 13% this year to $9.66 billion. This could potentially add nearly $10 billion in revenue to Microsoft, marking a 70% growth increase over the last five years from sales of $143.01 billion in fiscal 2020.This rate of growth would outpace Apple (NASDAQ:AAPL)'s 47% sales growth over the same period. Apple currently holds the largest market cap on U.S. stock exchanges, just ahead of Microsoft. Meanwhile, Activision Blizzard has experienced a 49% increase in sales since 2019, surpassing Apple’s top-line expansion rate, suggesting a significant potential for compounded growth for Microsoft.In terms of earnings, Microsoft's bottom line is projected to rise 11% in FY24 and leap another 14% in FY25 to $12.42 per share. Microsoft's stock trades at 29.3X forward earnings, above the S&P 500's 20.2X, but mostly on par with the computer-software industry average. Activision Blizzard's annual earnings are expected to climb 23% this year and rise another 4% in FY24 at $4.37 per share. The game developer's stock trades at a 21.9X forward earnings multiple, closer to the industry benchmark.The potential deal between Microsoft and Activision Blizzard appears promising for both parties. The long-term benefits are expected to favor Microsoft, while Activision Blizzard edges closer to its acquisition price.This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/uk-competition-authority-provisionally-approves-microsofts-acquisition-of-activision-blizzard-93CH-3181290
73,"Even China's 1.4 billion population can't fill all its vacant homes, former official says By Reuters","Published Sep 23, 2023 07:38AM ETUpdated Sep 23, 2023 09:20AM ET","Position added successfully to: 
BEIJING (Reuters) - Even China's population of 1.4 billion would not be enough to fill all the empty apartments littered across the country, a former official said on Saturday, in a rare public critique of the country's crisis-hit property market. China's property sector, once the pillar of the economy, has slumped since 2021 when real estate giant China  Evergrande  (HK:3333) Group defaulted on its debt obligations following a clampdown on new borrowing. Big-name developers such as Country Garden Holdings continue to teeter close to default even to this day, keeping home-buyer sentiment depressed.As of the end of August, the combined floor area of unsold homes stood at 648 million square metres (7 billion square feet), the latest data from the National Bureau of Statistics (NBS) show. That would be equal to 7.2 million homes, according to Reuters calculations, based on the average home size of 90 square metres.That does not count the numerous residential projects that have already been sold but not yet completed due to cash-flow problems, or the multiple homes purchased by speculators in the last market upturn in 2016 that remain vacant, which together make up the bulk of unused space, experts estimate.""How many vacant homes are there now? Each expert gives a very different number, with the most extreme believing the current number of vacant homes are enough for 3 billion people,"" said He Keng, 81, a former deputy head of the statistics bureau.""That estimate might be a bit much, but 1.4 billion people probably can't fill them,"" He said at a forum in the southern Chinese city Dongguan, according to a video released by the official media China News Service.His negative view of the economically significant sector at a public forum stands in sharp contrast to the official narrative that the Chinese economy is ""resilient"". ""All sorts of comments predicting the collapse of China's economy keep surfacing every now and then, but what has collapsed is such rhetoric, not China's economy,"" a spokesperson at the foreign ministry said at a recent news conference.  
",https://www.investing.com/news/stock-market-news/even-chinas-14-billion-population-cant-fill-all-its-vacant-homes--former-official-3180995#comments
74,Tyson and Perdue face child labor investigations - New York Times By Reuters,"Published Sep 23, 2023 12:29PM ET","(Reuters) - The U.S. Department of Labor has opened investigations into meat companies  Tyson Foods  (NYSE:TSN) and Perdue Farms to determine whether migrant children were used to clean slaughterhouses, the New York Times reported on Saturday. The Labor Department opened the investigations after a New York Times Magazine article this week showed migrant children working overnight shifts for contractors in the companies' plants on the Eastern Shore of Virginia, the report said.Reuters was not able to independently verify the details of the Times report. The Labor Department and Tyson Foods did not immediately respond to a request for comment from Reuters.A Perdue spokesperson said the company had not been notified of the investigation but planned to cooperate fully with any government inquiry on the matter. ""We are conducting a comprehensive third-party audit of child labor prevention and protection procedures including a compliance audit of contractors,"" Purdue's spokesperson said.The Labor Department has also opened investigations into Fayette Industrial and QSI that run cleaning shifts for Perdue and Tyson respectively, the newspaper said. QSI did not immediately respond to a request for comment. Fayette Industrial could not immediately be reached for comment. In April the Biden administration sent a letter to meat companies including Tyson and Perdue asking the companies to examine their supply chains for evidence of child labor.The letter was part of an effort by several agencies, led by the Labor Department, to curb the use of illegal child labor across sectors.  
",https://www.investing.com/news/stock-market-news/tyson-and-perdue-face-child-labor-investigations--new-york-times-3181064
